run	unique_id	numcells	birthrate	deathrate	mutprob	initialtime	subclone_count	num_mut	num_drivers	is_driver
1	a5.a>260	0	0.300014375284	0.200000002980	1.000000000000	14.226145222832	1	1	1	1
1	a3.a>22>32>52>54>80>166>182>210>244>298>350	0	1.125148747062	1.000000000000	1.000000000000	15.548901763292	1	11	6	0
1	a3.a>22>32>52>54>80>166>182>210>244>338>380	0	1.162411929321	1.000000000000	1.000000000000	16.002939253073	0	11	7	1
1	a3.a>22>32>52>54>80>122>136>176>212>246>270>326>404	0	1.099910685014	1.000000000000	1.000000000000	16.397704815113	0	13	7	1
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>334	0	1.065391516613	1.000000000000	1.000000000000	15.363041016737	2	13	6	0
1	a3.a>22>32>52>54>80>122>136>176>212>246>270	0	1.118276943557	1.000000000000	1.000000000000	14.391793858226	1	11	6	0
1	a3.a>22>32>52>54>80>166>182>210>244>298	0	1.129897538683	1.000000000000	1.000000000000	14.884102722153	4	10	6	1
1	a3.a>22>32>52>54>80>122>136>152>162>190>198>206>226>290>302	0	1.135952951901	1.000000000000	1.000000000000	14.908138690334	0	15	8	0
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>334>386>394	0	1.067177014386	1.000000000000	1.000000000000	16.303791480749	1	15	7	0
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>398	0	1.094383102459	1.000000000000	1.000000000000	16.345440318094	0	13	6	0
1	a3.a>22>32>52>54>80>122>128>248>250>408	0	1.144912537364	1.000000000000	1.000000000000	16.502987402248	0	10	6	0
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>334>386>394>406	0	1.064546592815	1.000000000000	1.000000000000	16.398739305115	0	16	7	0
1	a3.a>22>32>52>54>80>166>182>210>244>298>350>374	0	1.100493157492	1.000000000000	1.000000000000	15.975271831949	0	12	6	0
1	a3.a>100	0	1.100500945667	1.000000000000	0.000099999997	9.224641878357	0	1	1	1
1	a1.a>68>78>106>110>124>134>150>200>230>310>344>360>364>392	0	1.034493177005	1.000000000000	1.000000000000	16.249865484288	1	14	8	0
1	a3.a>22>32>52>54>80>122>136>152>162>190>198>206>222>262	0	1.161245791556	1.000000000000	1.000000000000	14.285515315062	0	14	9	0
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>334>386	0	1.068793880822	1.000000000000	1.000000000000	16.121978571020	2	14	7	1
1	a1.a>68>78>106>110>124>134>150>200>230>310>344>360>364>392>402	0	1.059516706011	1.000000000000	1.000000000000	16.385255318833	0	15	9	1
1	a3.a>22>32>52>54>80>166>182>210>244>338>376	0	1.126495407032	1.000000000000	1.000000000000	15.984936819018	0	11	6	0
1	a1.a>68>78>106>110>124>134>150>200>230>310>344	0	1.024535014583	1.000000000000	1.000000000000	15.480285727288	2	11	6	0
1	a3.a>22>32>52>54>80>122>128>284>340>342	0	1.083590217659	1.000000000000	1.000000000000	15.445961524010	0	10	5	0
1	a3.a>22>32>52>54>80>122>136>152>162>190>198>206>226>382>414	0	1.123734744791	1.000000000000	1.000000000000	16.649442969984	2	15	8	0
1	a3.a>22>32>52>54>80>122>136>176>212>430	0	1.150747552653	1.000000000000	1.000000000000	16.944978318504	0	10	7	1
1	a1.a>68>78>106>110>124>134>150>200>230>310>324>372>416>426	0	1.020833183845	1.000000000000	1.000000000000	16.854496679747	0	14	8	1
1	a1.a>68>78>106>110>124>134>150>200>230>310>324>372	0	1.021329978084	1.000000000000	1.000000000000	15.941149725442	1	12	7	1
1	a3.a>22>32>52>54>80>122>128>248>250>266	0	1.166191539649	1.000000000000	1.000000000000	14.344195008120	2	10	7	1
1	a3.a>22>32>52>54>80>122>136>176>212	0	1.143017082080	1.000000000000	1.000000000000	13.145201625303	3	9	6	1
1	a5.a>260>388	0	0.278508798783	0.200000002980	1.000000000000	16.132568404788	0	2	1	0
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>334>386>396>440	0	1.051649489775	1.000000000000	1.000000000000	17.120876400809	0	16	7	0
1	a1.a>68>78>106>110>124>134>150>200>230>310>324>434	0	1.017257021004	1.000000000000	1.000000000000	16.990698908289	0	12	6	0
1	a3.a>22>32>52>54>80>122>136>152>162>190>198>206>226>382>414>420	0	1.114580708636	1.000000000000	1.000000000000	16.733443685000	0	16	8	0
1	a3.a>22>32>52>54>80>122>128>130>272>276>278>300>368	0	1.159779889692	1.000000000000	1.000000000000	15.840090871194	1	13	7	0
1	a3.a>22>32>52>54>80>122>128>220>236>240>292>352>448	0	1.075144649569	1.000000000000	1.000000000000	17.195797290939	0	13	5	0
1	a1.a>68>78>106>110>124>134>150>200>230>310>324	0	1.018128144199	1.000000000000	1.000000000000	15.246123979908	2	11	6	0
1	a1.a>68>78>106>110>124>134>150>200>230>310>344>360>364>422	0	1.021675547520	1.000000000000	1.000000000000	16.769380540208	0	14	8	0
1	a3.a>22>32>52>54>80>166>182>210>244>298>346	0	1.132721429435	1.000000000000	1.000000000000	15.481202860736	1	11	7	1
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>334>386>396	0	1.053754486725	1.000000000000	1.000000000000	16.343477890007	1	15	7	0
1	a1.a>68>78>106>110>124>134>150>200>230>310>324>372>416	0	1.018364673372	1.000000000000	1.000000000000	16.686797677443	2	13	7	0
1	a3.a>22>32>52>54>80>166>182>210>244>298>400>456	0	1.132196126796	1.000000000000	1.000000000000	17.262971906673	0	12	7	0
1	a1.a>68>78>106>110>124>134>150>200>230>310>344>360>364>452	0	1.036230868891	1.000000000000	1.000000000000	17.249410649647	0	14	8	0
1	a3.a>22>32>52>54>80>166>182>210>244>298>346>444	0	1.148877189234	1.000000000000	1.000000000000	17.176023130852	1	12	8	1
1	a3.a>22>32>52>54>80>166>182>210>244>314>318>436>442	0	1.120130711486	1.000000000000	1.000000000000	17.158179736220	1	13	8	1
1	a3.a>22>32>52>54>80>166>182>210>244>298>400>418>454	0	1.162404574092	1.000000000000	1.000000000000	17.258765644337	0	13	9	1
1	a3.a>22>32>52>54>80>122>128>130>272>276>278>300>354>378>412>464>472	0	1.153911301642	1.000000000000	1.000000000000	17.525048580609	0	17	9	0
1	a3.a>22>32>52>54>80>122>128>130>272>276>278>300>354>378>470	0	1.139172236540	1.000000000000	1.000000000000	17.517907642689	0	15	7	0
1	a1.a>68>78>106>110>124>134>150>200>230>310>344>360>364	0	1.040096289979	1.000000000000	1.000000000000	15.801337557726	3	13	8	1
1	a3.a>22>32>52>54>80>122>136>176>212>246>270>326>446	0	1.071790930495	1.000000000000	1.000000000000	17.183620510499	0	13	6	0
1	a3.a>22>32>52>54>80>122>128>248>250	0	1.149712161788	1.000000000000	1.000000000000	13.839215362482	3	9	6	1
1	a3.a>22>32>52>54>80>166>182>210>244>314>318>436	0	1.119678825868	1.000000000000	1.000000000000	16.995962792924	2	12	7	0
1	a3.a>22>32>52>54>80>122>136>152>162>190>198>206>226>382	0	1.143088805140	1.000000000000	1.000000000000	16.008699637899	1	14	8	0
1	a3.a>22>32>52>54>80>122>136>152>162>190>198>206>226>382>414>424	0	1.142316479393	1.000000000000	1.000000000000	16.847464287428	0	16	9	1
1	a3.a>22>32>52>54>80>122>128>130>272>276>278>300>354>378>412	0	1.150826308819	1.000000000000	1.000000000000	16.606143846219	1	15	8	1
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330	0	1.113625782938	1.000000000000	1.000000000000	15.357949619854	4	12	6	0
1	a3.a>22>32>52>54>80>122>136>152>162>190>198>206>226>458	0	1.143504835454	1.000000000000	1.000000000000	17.336910105304	0	14	8	0
1	a3.a>22>32>52>54>80>166>182>210>244>314>318	0	1.136253716915	1.000000000000	1.000000000000	15.128165771911	2	11	7	1
1	a3.a>22>32>52>54>80>122>128>220>236>240>292>352	0	1.080698956909	1.000000000000	1.000000000000	15.579423825960	2	12	5	0
1	a5.a>410	0	0.296969614869	0.200000002980	1.000000000000	16.527123038747	0	1	0	0
1	a3.a>22>32>52>54>80>122>136>176>212>246>270>326	0	1.097549424285	1.000000000000	1.000000000000	15.251367955935	5	12	6	0
1	a3.a>22>32>52>54>80>122>128>220>236>240>292>352>494	0	1.028574348010	1.000000000000	1.000000000000	17.818882136115	0	13	5	0
1	a3.a>22>32>52>54>80>166>182>210>244>298>400>450>500	0	1.130477630868	1.000000000000	1.000000000000	17.999363781074	0	13	7	0
1	a3.a>22>32>52>54>80>166>182>210>244>314>318>436>474	0	1.127263274550	1.000000000000	1.000000000000	17.581706982329	0	13	8	1
1	a3.a>22>32>52>54>80>166>182>210>244>298>400>418>492	0	1.120161897662	1.000000000000	1.000000000000	17.793755116474	0	13	8	0
1	a3.a>22>32>52>54>80>166>182>210>244>298>346>444>466>480	0	1.161102226624	1.000000000000	1.000000000000	17.618086158610	0	14	10	1
1	a3.a>22>32>52>54>80>122>136>176>212>246>270>326>384	0	1.065913038075	1.000000000000	1.000000000000	16.023866962214	0	13	6	0
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>484	0	1.117438432424	1.000000000000	1.000000000000	17.647588358684	0	13	7	1
1	a1.a>68>78>106>110>124>134>150>200>230>310>324>372>416>460>496	0	1.023544074987	1.000000000000	1.000000000000	17.879917682580	0	15	8	1
1	a3.a>22>32>52>54>80>166>182>210>244>298>400>478	0	1.140533312148	1.000000000000	1.000000000000	17.606971343878	1	12	8	1
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>334>390>432>518	0	1.054722048378	1.000000000000	1.000000000000	18.182353803520	0	16	7	0
1	a3.a>22>32>52>54>80>166>182>210>244>298>400>450	0	1.132404664055	1.000000000000	1.000000000000	17.216785102131	2	12	7	0
1	a3.a>22>32>52>54>80>122>136>176>212>274>296>330>462	0	1.082579390784	1.000000000000	1.000000000000	17.430759916434	2	13	6	0
